default;VARSTA * -0,1804027;varsta;industrie;coef_industrie;RDCP;LCH;LCH * -0,1375285;RAIA;ROE;ROA;ROTA;PCA;PCA*-10,2012953;ACD;ACD*0,1306642;AIT;AIT * 0,4853927;ACT;PAT;CAT;coef_RATING
No;-1,804027;10;CONSTRUCTII;-0,8181026;2,68;1,61;-0,22;0,54;-0,17;-0,04;2,44;-0,02;0,16;1,04;0,14;0,35;0,17;0,65;-0,04;0,23;-2,37
No;-1,6236243;9;CONSTRUCTII;-0,8181026;-7,82;0,89;-0,12;0,30;-0,02;0,00;5,40;0,00;-0,01;0,69;0,09;0,23;0,11;0,77;0,00;-0,14;-2,37
Yes;-1,9844297;11;SERVICII;-1,9360018;-1,43;0,33;-0,04;1,07;0,11;-0,24;0,07;-0,13;1,33;0,16;0,02;0,52;0,25;0,48;-0,24;-2,14;-2,37
No;-0,3608054;2;SERVICII;-1,9360018;17,43;1,05;-0,14;0,25;0,35;0,02;1,47;0,01;-0,13;0,84;0,11;0,20;0,10;0,80;0,02;0,05;-2,37
No;-2,3452351;13;SERVICII;-1,9360018;15,58;1,68;-0,23;16,20;-1,94;-0,07;0,45;-0,16;1,68;0,10;0,01;0,94;0,46;0,06;-0,07;0,04;-2,36
No;-0,9020135;5;SERVICII;-1,9360018;0,92;2,09;-0,29;0,53;-0,10;-0,05;1,25;-0,04;0,42;1,36;0,18;0,35;0,17;0,65;-0,05;0,52;-2,36
No;-2,3452351;13;SERVICII;-1,9360018;-55,02;0,98;-0,13;0,17;14,31;-0,27;1,44;-0,18;1,88;0,84;0,11;0,14;0,07;0,86;-0,27;-0,02;-2,36
Yes;-0,7216108;4;SERVICII;-1,9360018;17,08;1,06;-0,15;0,69;0,27;0,02;0,95;-0,02;0,16;0,62;0,08;0,41;0,20;0,59;0,02;0,06;-2,36
Yes;-1,2628189;7;SERVICII;-1,9360018;11,31;1,50;-0,21;0,81;1,00;0,06;0,84;-0,07;0,72;0,83;0,11;0,45;0,22;0,55;0,06;0,06;-2,36
No;-1,2628189;7;COMERT;-0,2060851;0,46;3,18;-0,44;0,57;0,16;0,11;1,25;0,09;-0,89;2,03;0,26;0,36;0,18;0,64;0,11;0,69;-2,35
No;-1,0824162;6;PRODUCTIE;-0,5517872;1,70;2,00;-0,27;0,01;0,65;0,19;2,76;0,07;-0,70;1,97;0,26;0,01;0,01;0,99;0,19;0,29;-2,35
No;-0,5412081;3;COMERT;-0,2060851;0,07;14,76;-2,03;0,50;0,34;0,32;0,41;0,10;-1,02;9,85;1,29;0,33;0,16;0,67;0,32;0,93;-2,35
No;-1,804027;10;COMERT;-0,2060851;3,21;1,31;-0,18;0,12;0,27;0,06;1,84;0,04;-0,36;1,17;0,15;0,11;0,05;0,89;0,06;0,24;-2,34
No;-1,4432216;8;SERVICII;-1,9360018;-2,40;0,92;-0,13;1,34;0,21;-0,10;1,18;-0,08;0,83;0,39;0,05;0,57;0,28;0,43;-0,10;-0,45;-2,34
No;-2,3452351;13;SERVICII;-1,9360018;3,82;1,26;-0,17;0,02;-0,65;-0,13;0,71;-0,19;1,95;1,24;0,16;0,01;0,01;0,99;-0,13;0,21;-2,34
No;-1,0824162;6;COMERT;-0,2060851;1,45;1,69;-0,23;0,07;0,59;0,24;2,34;0,10;-1,05;1,57;0,21;0,07;0,03;0,93;0,24;0,41;-2,34
No;-1,4432216;8;COMERT;-0,2060851;0,09;11,47;-1,58;0,42;0,06;0,06;0,13;0,03;-0,31;8,08;1,06;0,30;0,14;0,70;0,06;1,02;-2,33
No;-0,1804027;1;SERVICII;-1,9360018;0,71;1,41;-0,19;0,00;0,29;0,29;0,66;0,02;-0,20;1,41;0,18;0,00;0,00;1,00;0,29;1,00;-2,33
No;-0,3608054;2;SERVICII;-1,9360018;3,14;1,44;-0,20;2,45;0,05;0,01;0,45;0,02;-0,23;0,42;0,05;0,71;0,34;0,29;0,01;0,22;-2,33
Yes;-1,2628189;7;SERVICII;-1,9360018;-1,45;0,31;-0,04;1,42;0,85;-1,89;2,43;-0,06;0,61;0,13;0,02;0,59;0,28;0,41;-1,89;-2,21;-2,33
No;-0,7216108;4;SERVICII;-1,9360018;0,48;3,10;-0,43;1,28;-0,04;-0,03;0,06;-0,03;0,31;1,36;0,18;0,56;0,27;0,44;-0,03;0,68;-2,33
No;-0,7216108;4;SERVICII;-1,9360018;4,35;1,24;-0,17;1,73;-0,45;-0,08;6,26;-0,01;0,14;0,45;0,06;0,63;0,31;0,37;-0,08;0,19;-2,33
No;-0,3608054;2;SERVICII;-1,9360018;4,64;1,21;-0,17;1,72;0,31;0,06;2,51;0,02;-0,23;0,45;0,06;0,63;0,31;0,37;0,06;0,18;-2,32
No;-1,804027;10;SERVICII;-1,9360018;-8,16;0,89;-0,12;0,26;1,62;-0,22;1,68;-0,13;1,35;0,71;0,09;0,21;0,10;0,79;-0,22;-0,14;-2,32
Yes;-1,0824162;6;SERVICII;-1,9360018;87,50;1,01;-0,14;28,22;-2,48;-0,03;0,79;-0,04;0,36;0,03;0,00;0,97;0,47;0,03;-0,03;0,01;-2,32
No;-0,1804027;1;SERVICII;-1,9360018;1,52;1,66;-0,23;0,49;0,11;0,04;1,62;0,03;-0,28;1,12;0,15;0,33;0,16;0,67;0,04;0,40;-2,32
No;-3,0668459;17;CONSTRUCTII;-0,8181026;-1,00;0,00;0,00;1,00;0,78;-8379,00;2063,00;-0,13;1,33;0,00;0,00;0,50;0,24;0,50;-8379,00;-10702,50;-2,32
No;-0,3608054;2;SERVICII;-1,9360018;2,59;1,35;-0,19;0,25;0,04;0,01;1,52;0,01;-0,07;1,08;0,14;0,20;0,10;0,80;0,01;0,29;-2,31
No;-0,1804027;1;SERVICII;-1,9360018;-6,24;0,84;-0,12;0,06;-0,40;0,08;3,71;0,02;-0,21;0,79;0,10;0,05;0,03;0,95;0,08;-0,19;-2,31
Yes;-1,6236243;9;SERVICII;-1,9360018;-1,14;0,12;-0,02;0,08;0,50;-3,70;1,54;-0,12;1,22;0,11;0,01;0,07;0,03;0,93;-3,70;-7,37;-2,30
No;-0,3608054;2;SERVICII;-1,9360018;4,46;1,35;-0,19;0,80;0,14;0,02;1,85;0,01;-0,13;0,75;0,10;0,44;0,22;0,56;0,02;0,17;-2,30
No;-2,5256378;14;PRODUCTIE;-0,5517872;-15,17;0,90;-0,12;0,01;1,86;-0,14;1,79;-0,08;0,78;0,88;0,12;0,01;0,01;0,99;-0,14;-0,07;-2,30
No;-0,5412081;3;SERVICII;-1,9360018;8,14;1,55;-0,21;4,31;0,01;0,00;0,29;0,00;-0,03;0,29;0,04;0,81;0,39;0,19;0,00;0,08;-2,29
No;-1,4432216;8;PRODUCTIE;-0,5517872;0,23;5,38;-0,74;2,53;0,01;0,00;0,45;0,01;-0,10;1,52;0,20;0,72;0,35;0,28;0,00;0,81;-2,29
No;-0,5412081;3;SERVICII;-1,9360018;10,40;1,10;-0,15;1,91;0,04;0,00;1,14;0,00;-0,03;0,38;0,05;0,66;0,32;0,34;0,00;0,09;-2,29
No;-1,2628189;7;COMERT;-0,2060851;0,71;2,45;-0,34;0,04;0,32;0,18;2,31;0,08;-0,81;2,35;0,31;0,04;0,02;0,96;0,18;0,58;-2,29
No;-0,3608054;2;SERVICII;-1,9360018;2,17;1,44;-0,20;1,81;0,23;0,07;4,43;0,02;-0,17;0,51;0,07;0,64;0,31;0,36;0,07;0,32;-2,28
No;-1,2628189;7;COMERT;-0,2060851;-0,04;-22,97;3,16;0,57;0,03;0,04;0,18;0,22;-2,23;-14,67;-1,92;0,36;0,18;0,64;0,04;1,18;-2,28
No;-0,1804027;1;SERVICII;-1,9360018;0,96;2,04;-0,28;0,30;0,96;0,49;1,14;0,02;-0,20;1,57;0,21;0,23;0,11;0,77;0,49;0,51;-2,28
No;-1,0824162;6;PRODUCTIE;-0,5517872;3,37;1,29;-0,18;0,06;0,27;0,06;0,96;0,06;-0,66;1,22;0,16;0,05;0,03;0,95;0,06;0,23;-2,28
No;-0,5412081;3;CONSTRUCTII;-0,8181026;3,92;1,26;-0,17;0,10;0,98;0,20;2,16;0,09;-0,94;1,14;0,15;0,09;0,05;0,91;0,20;0,20;-2,28
No;-0,7216108;4;PRODUCTIE;-0,5517872;10,96;1,09;-0,15;0,36;3,80;0,32;2,99;0,11;-1,08;0,81;0,11;0,26;0,13;0,74;0,32;0,08;-2,27
No;-0,3608054;2;COMERT;-0,2060851;0,23;5,29;-0,73;0,10;0,62;0,51;3,13;0,16;-1,65;4,79;0,63;0,09;0,05;0,91;0,51;0,81;-2,27
No;-1,2628189;7;COMERT;-0,2060851;0,54;2,86;-0,39;0,50;0,14;0,09;1,16;0,08;-0,82;1,90;0,25;0,33;0,16;0,67;0,09;0,65;-2,27
Yes;-0,5412081;3;SERVICII;-1,9360018;259,98;1,00;-0,14;0,93;-2,94;-0,01;2,57;0,00;0,04;0,52;0,07;0,48;0,23;0,52;-0,01;0,00;-2,27
No;-1,6236243;9;COMERT;-0,2060851;12,88;1,06;-0,15;0,19;1,52;0,11;2,34;0,05;-0,48;0,89;0,12;0,16;0,08;0,84;0,11;0,07;-2,27
No;-0,9020135;5;CONSTRUCTII;-0,8181026;1,34;1,79;-0,25;1,35;0,13;0,05;0,81;0,07;-0,68;0,76;0,10;0,57;0,28;0,43;0,05;0,42;-2,27
Yes;-0,3608054;2;MEDICAL;-2,0331656;736,32;1,00;-0,14;0,00;0,68;0,00;0,07;-0,01;0,13;1,00;0,13;0,00;0,00;1,00;0,00;0,00;-2,27
No;-0,7216108;4;SERVICII;-1,9360018;-1,35;0,26;-0,04;0,24;0,11;-0,32;0,64;-0,03;0,31;0,21;0,03;0,19;0,09;0,81;-0,32;-2,84;-2,27
No;-1,9844297;11;COMERT;-0,2060851;0,16;7,28;-1,00;0,02;0,00;0,00;1,13;0,00;-0,01;7,16;0,94;0,02;0,01;0,98;0,00;0,86;-2,26
No;-0,1804027;1;SERVICII;-1,9360018;0,45;2,79;-0,38;0,39;0,05;0,04;2,50;0,02;-0,16;2,00;0,26;0,28;0,14;0,72;0,04;0,80;-2,26
No;-0,1804027;1;SERVICII;-1,9360018;9,26;1,09;-0,15;0,10;0,28;0,03;1,74;0,02;-0,16;0,99;0,13;0,09;0,04;0,91;0,03;0,10;-2,26
No;-1,804027;10;COMERT;-0,2060851;13,39;1,07;-0,15;0,04;0,71;0,05;2,03;0,02;-0,25;1,03;0,13;0,04;0,02;0,96;0,05;0,07;-2,25
No;-0,1804027;1;SERVICII;-1,9360018;5,00;1,20;-0,17;0,25;0,12;0,02;1,03;0,02;-0,19;0,96;0,13;0,20;0,10;0,80;0,02;0,17;-2,25
No;-0,1804027;1;SERVICII;-1,9360018;83,29;1,42;-0,20;1,39;0,83;0,01;0,24;0,03;-0,30;0,59;0,08;0,58;0,28;0,42;0,01;0,01;-2,25
No;-1,6236243;9;SERVICII;-1,9360018;-1,16;0,14;-0,02;0,66;0,07;-0,43;0,25;-0,11;1,12;0,08;0,01;0,40;0,19;0,60;-0,43;-6,22;-2,25
No;-1,4432216;8;SERVICII;-1,9360018;0,32;4,07;-0,56;0,49;-0,07;-0,06;0,49;-0,11;1,17;2,73;0,36;0,33;0,16;0,67;-0,06;0,76;-2,25
Yes;-1,2628189;7;SERVICII;-1,9360018;-5,91;0,83;-0,11;0,10;2,22;-0,45;0,44;-0,09;0,92;0,75;0,10;0,10;0,05;0,90;-0,45;-0,20;-2,25
No;-0,7216108;4;COMERT;-0,2060851;0,59;2,69;-0,37;0,61;0,37;0,24;1,78;0,13;-1,35;1,67;0,22;0,38;0,18;0,62;0,24;0,63;-2,25
Yes;-0,7216108;4;SERVICII;-1,9360018;11,65;1,09;-0,15;0,38;0,71;0,06;1,75;-0,03;0,33;0,79;0,10;0,27;0,13;0,73;0,06;0,08;-2,24
No;-0,9020135;5;SERVICII;-1,9360018;0,61;2,63;-0,36;1,26;-0,13;-0,08;1,48;-0,05;0,54;1,17;0,15;0,56;0,27;0,44;-0,08;0,62;-2,24
No;-0,1804027;1;SERVICII;-1,9360018;3,88;1,22;-0,17;0,23;0,16;0,03;2,07;0,02;-0,17;1,00;0,13;0,18;0,09;0,82;0,03;0,21;-2,23
No;-0,3608054;2;SERVICII;-1,9360018;-4,83;0,79;-0,11;0,55;-0,13;0,03;5,27;0,01;-0,07;0,51;0,07;0,35;0,17;0,65;0,03;-0,26;-2,23
Yes;-0,5412081;3;SERVICII;-1,9360018;-5,64;0,78;-0,11;0,19;-0,03;0,01;0,40;-0,02;0,19;0,66;0,09;0,16;0,08;0,84;0,01;-0,23;-2,23
Yes;-0,9020135;5;SERVICII;-1,9360018;25,21;1,04;-0,14;29,12;0,83;0,03;1,16;-0,03;0,28;0,03;0,00;0,97;0,47;0,03;0,03;0,04;-2,23
No;-1,9844297;11;SERVICII;-1,9360018;-1,83;0,45;-0,06;0,63;0,74;-0,89;0,14;-0,15;1,53;0,28;0,04;0,39;0,19;0,61;-0,89;-1,20;-2,23
No;-2,1648324;12;SERVICII;-1,9360018;-1,93;0,48;-0,07;2,20;0,12;-0,12;0,80;-0,16;1,59;0,15;0,02;0,69;0,33;0,31;-0,12;-1,07;-2,23
No;-1,804027;10;SERVICII;-1,9360018;-2,11;0,53;-0,07;0,06;1,05;-0,95;6,48;-0,15;1,49;0,50;0,06;0,06;0,03;0,94;-0,95;-0,90;-2,23
No;-1,4432216;8;SERVICII;-1,9360018;0,31;4,16;-0,57;1,76;-0,51;-0,40;0,18;-0,12;1,22;1,51;0,20;0,64;0,31;0,36;-0,40;0,78;-2,22
No;-0,9020135;5;COMERT;-0,2060851;0,48;3,07;-0,42;0,59;0,21;0,14;1,31;0,11;-1,12;1,93;0,25;0,37;0,18;0,63;0,14;0,68;-2,22
No;-0,1804027;1;SERVICII;-1,9360018;7674,44;0,96;-0,13;0,45;741,94;0,10;0,23;0,02;-0,20;0,66;0,09;0,31;0,15;0,69;0,10;0,00;-2,22
No;-0,3608054;2;SERVICII;-1,9360018;2,76;1,36;-0,19;0,72;0,08;0,02;5,70;0,00;-0,04;0,79;0,10;0,42;0,20;0,58;0,02;0,27;-2,22
No;-0,9020135;5;COMERT;-0,2060851;2,63;1,38;-0,19;0,17;0,68;0,19;1,67;0,11;-1,14;1,18;0,15;0,14;0,07;0,86;0,19;0,28;-2,21
No;-3,0668459;17;AGRI;-0,5517872;-0,49;0,99;-0,14;0,33;0,01;-0,02;0,01;-0,13;1,33;0,74;0,10;0,25;0,12;0,75;-0,02;-2,08;-2,21
No;-0,9020135;5;COMERT;-0,2060851;0,19;6,37;-0,88;0,67;0,19;0,16;0,24;0,09;-0,92;3,81;0,50;0,40;0,19;0,60;0,16;0,84;-2,21
No;-0,3608054;2;SERVICII;-1,9360018;6953,45;0,98;-0,13;0,40;0,88;0,00;0,22;0,00;-0,01;0,70;0,09;0,29;0,14;0,71;0,00;0,00;-2,21
Yes;-0,5412081;3;MEDICAL;-2,0331656;4,38;1,23;-0,17;1,01;0,07;0,01;0,65;-0,02;0,21;0,61;0,08;0,50;0,24;0,50;0,01;0,19;-2,20
No;-1,4432216;8;COMERT;-0,2060851;1,05;1,96;-0,27;0,05;0,23;0,11;2,10;0,05;-0,55;1,87;0,24;0,05;0,02;0,95;0,11;0,49;-2,20
No;-1,9844297;11;COMERT;-0,2060851;20,99;1,05;-0,14;0,00;0,02;0,00;1,82;0,00;-0,01;1,05;0,14;0,00;0,00;1,00;0,00;0,05;-2,20
No;-0,1804027;1;SERVICII;-1,9360018;1,13;1,89;-0,26;0,96;0,04;0,02;0,92;0,02;-0,19;0,96;0,13;0,49;0,24;0,51;0,02;0,47;-2,20
No;-1,6236243;9;COMERT;-0,2060851;0,92;2,08;-0,29;0,56;0,22;0,11;2,69;0,04;-0,43;1,34;0,17;0,36;0,17;0,64;0,11;0,52;-2,20
No;-0,1804027;1;SERVICII;-1,9360018;0,99;1,00;-0,14;0,15;0,03;0,03;2,62;0,01;-0,12;0,87;0,11;0,13;0,06;0,87;0,03;1,01;-2,20
No;-1,0824162;6;SERVICII;-1,9360018;-7,73;0,81;-0,11;0,51;0,52;-0,08;1,20;-0,07;0,70;0,54;0,07;0,34;0,16;0,66;-0,08;-0,16;-2,20
Yes;-0,7216108;4;SERVICII;-1,9360018;-2,18;0,53;-0,07;0,16;0,19;-0,17;0,28;-0,04;0,41;0,46;0,06;0,14;0,07;0,86;-0,17;-0,87;-2,20
No;-1,6236243;9;PRODUCTIE;-0,5517872;0,93;2,07;-0,29;0,46;0,02;0,01;1,67;0,01;-0,07;1,42;0,19;0,31;0,15;0,69;0,01;0,52;-2,20
No;-0,9020135;5;SERVICII;-1,9360018;2,61;1,38;-0,19;0,03;-0,26;-0,07;1,16;-0,06;0,64;1,34;0,17;0,03;0,02;0,97;-0,07;0,28;-2,19
No;-0,5412081;3;SERVICII;-1,9360018;4,26;1,23;-0,17;17,40;0,00;0,00;0,18;0,00;-0,01;0,07;0,01;0,95;0,46;0,05;0,00;0,19;-2,19
No;-1,4432216;8;PRODUCTIE;-0,5517872;0,85;2,18;-0,30;0,59;0,09;0,05;1,96;0,03;-0,26;1,37;0,18;0,37;0,18;0,63;0,05;0,54;-2,19
No;-1,6236243;9;PRODUCTIE;-0,5517872;0,94;2,07;-0,28;0,17;0,00;0,00;0,72;0,00;-0,02;1,77;0,23;0,14;0,07;0,86;0,00;0,52;-2,18
No;-1,9844297;11;PRODUCTIE;-0,5517872;0,94;2,06;-0,28;0,04;-0,05;-0,03;0,75;-0,04;0,36;1,98;0,26;0,04;0,02;0,96;-0,03;0,52;-2,18
No;-0,1804027;1;SERVICII;-1,9360018;57,31;1,02;-0,14;0,00;0,97;0,02;2,99;0,01;-0,06;1,02;0,13;0,00;0,00;1,00;0,02;0,02;-2,18
Yes;-0,7216108;4;SERVICII;-1,9360018;-25,10;0,96;-0,13;0,40;1,00;-0,04;1,11;-0,04;0,38;0,68;0,09;0,29;0,14;0,71;-0,04;-0,04;-2,18
No;-2,5256378;14;SERVICII;-1,9360018;1,25;2,39;-0,33;0,00;-0,71;-0,24;1,05;-0,23;2,30;2,39;0,31;0,00;0,00;1,00;-0,24;0,33;-2,18
No;-0,1804027;1;SERVICII;-1,9360018;0,83;1,18;-0,16;1,98;0,09;0,09;3,42;0,03;-0,27;0,40;0,05;0,66;0,32;0,34;0,09;1,02;-2,17
No;-2,3452351;13;CONSTRUCTII;-0,8181026;1,07;2,58;-0,35;0,87;-0,46;-0,17;1,83;-0,09;0,94;1,38;0,18;0,47;0,23;0,53;-0,17;0,36;-2,17
No;-0,5412081;3;SERVICII;-1,9360018;59,53;1,02;-0,14;0,12;-4,32;-0,07;2,66;-0,03;0,27;0,91;0,12;0,11;0,05;0,89;-0,07;0,02;-2,17
No;-2,3452351;13;PRODUCTIE;-0,5517872;0,70;2,45;-0,34;0,35;-0,11;-0,07;0,97;-0,07;0,70;1,82;0,24;0,26;0,13;0,74;-0,07;0,58;-2,17
No;-0,1804027;1;CONSTRUCTII;-0,8181026;1,57;1,60;-0,22;0,97;0,36;0,14;1,14;0,13;-1,28;0,81;0,11;0,49;0,24;0,51;0,14;0,40;-2,16
No;-0,1804027;1;SERVICII;-1,9360018;12,13;1,06;-0,15;0,55;0,34;0,03;1,73;0,02;-0,16;0,68;0,09;0,36;0,17;0,64;0,03;0,08;-2,16
No;-0,7216108;4;SERVICII;-1,9360018;-1,41;0,29;-0,04;0,00;1,05;-2,60;4,25;-0,05;0,51;0,29;0,04;0,00;0,00;1,00;-2,60;-2,47;-2,15
Yes;-1,0824162;6;SERVICII;-1,9360018;-2,33;0,55;-0,08;7,68;0,43;-0,34;0,53;-0,05;0,51;0,06;0,01;0,88;0,43;0,12;-0,34;-0,77;-2,15
No;-0,1804027;1;SERVICII;-1,9360018;2,67;1,37;-0,19;1,53;0,35;0,10;4,75;0,02;-0,21;0,54;0,07;0,61;0,29;0,39;0,10;0,27;-2,15
No;-0,9020135;5;COMERT;-0,2060851;4,90;1,20;-0,17;0,01;0,40;0,07;0,67;0,10;-1,03;1,19;0,16;0,01;0,00;0,99;0,07;0,17;-2,14
No;-3,0668459;17;COMERT;-0,2060851;0,09;11,71;-1,61;0,01;-0,19;-0,18;0,08;-0,12;1,22;11,60;1,52;0,01;0,00;0,99;-0,18;0,91;-2,14
No;-0,1804027;1;SERVICII;-1,9360018;0,85;1,17;-0,16;0,41;0,12;0,12;11,14;0,01;-0,11;0,83;0,11;0,29;0,14;0,71;0,12;1,00;-2,14
No;-1,2628189;7;SERVICII;-1,9360018;1,90;1,53;-0,21;0,29;-0,34;-0,12;1,20;-0,10;1,01;1,18;0,15;0,23;0,11;0,77;-0,12;0,34;-2,14
No;-2,8864432;16;AGRI;-0,5517872;-0,49;1,00;-0,14;0,32;0,01;-0,01;0,01;-0,12;1,22;0,76;0,10;0,24;0,12;0,76;-0,01;-2,01;-2,14
No;-1,0824162;6;SERVICII;-1,9360018;1,49;1,72;-0,24;0,11;-0,16;-0,06;0,73;-0,09;0,87;1,56;0,20;0,10;0,05;0,90;-0,06;0,39;-2,13
No;-1,4432216;8;PRODUCTIE;-0,5517872;2,76;1,36;-0,19;0,89;0,26;0,07;2,63;0,03;-0,27;0,72;0,09;0,47;0,23;0,53;0,07;0,27;-2,13
No;-1,9844297;11;AGRI;-0,5517872;-0,57;1,23;-0,17;0,02;0,00;-0,01;0,01;-0,04;0,41;1,20;0,16;0,02;0,01;0,98;-0,01;-1,42;-2,13
No;-1,4432216;8;SERVICII;-1,9360018;0,38;3,66;-0,50;0,93;-0,13;-0,09;0,74;-0,13;1,28;1,89;0,25;0,48;0,23;0,52;-0,09;0,72;-2,12
No;-1,4432216;8;COMERT;-0,2060851;3,40;1,29;-0,18;0,54;0,39;0,09;1,56;0,06;-0,57;0,84;0,11;0,35;0,17;0,65;0,09;0,23;-2,12
No;-0,3608054;2;PRODUCTIE;-0,5517872;0,58;2,76;-0,38;1,03;0,16;0,10;0,82;0,12;-1,25;1,36;0,18;0,51;0,25;0,49;0,10;0,62;-2,12
No;-0,9020135;5;SERVICII;-1,9360018;0,70;2,42;-0,33;0,46;-0,21;-0,12;1,82;-0,07;0,68;1,66;0,22;0,31;0,15;0,69;-0,12;0,59;-2,12
No;-0,3608054;2;CONSTRUCTII;-0,8181026;0,81;2,24;-0,31;1,51;0,22;0,12;1,22;0,10;-1,03;0,89;0,12;0,60;0,29;0,40;0,12;0,55;-2,11
No;-1,2628189;7;PRODUCTIE;-0,5517872;3,25;1,31;-0,18;1,82;0,49;0,11;2,39;0,05;-0,49;0,46;0,06;0,65;0,31;0,35;0,11;0,24;-2,11
No;-0,3608054;2;SERVICII;-1,9360018;81,25;0,98;-0,14;0,37;-0,54;-0,01;0,63;-0,01;0,11;0,72;0,09;0,27;0,13;0,73;-0,01;0,01;-2,10
No;-0,7216108;4;MEDICAL;-2,0331656;3,34;1,30;-0,18;0,02;-0,63;-0,15;2,27;-0,06;0,66;1,27;0,17;0,02;0,01;0,98;-0,15;0,23;-2,10
Yes;-1,0824162;6;SERVICII;-1,9360018;-1,80;0,22;-0,03;0,32;0,51;-1,31;1,29;-0,08;0,82;0,17;0,02;0,24;0,12;0,76;-1,31;-2,55;-2,09
No;-0,7216108;4;PRODUCTIE;-0,5517872;0,48;3,18;-0,44;1,14;0,14;0,09;1,14;0,08;-0,83;1,48;0,19;0,53;0,26;0,47;0,09;0,65;-2,08
Yes;-1,2628189;7;CONSTRUCTII;-0,8181026;539,67;0,88;-0,12;0,08;1,42;0,00;1,80;0,00;-0,02;0,81;0,11;0,07;0,04;0,93;0,00;0,00;-2,08
No;-1,2628189;7;CONSTRUCTII;-0,8181026;13,71;1,07;-0,15;0,14;0,13;0,01;3,00;0,00;-0,03;0,94;0,12;0,12;0,06;0,88;0,01;0,07;-2,08
No;-1,2628189;7;PRODUCTIE;-0,5517872;1,35;1,74;-0,24;0,51;0,18;0,08;2,37;0,03;-0,33;1,15;0,15;0,34;0,16;0,66;0,08;0,43;-2,07
No;-1,804027;10;COMERT;-0,2060851;0,21;5,78;-0,79;0,06;0,00;0,00;2,02;0,00;-0,01;5,46;0,71;0,06;0,03;0,94;0,00;0,82;-2,07
No;-1,804027;10;SERVICII;-1,9360018;-1,55;0,38;-0,05;1,26;0,22;-0,36;0,08;-0,14;1,43;0,17;0,02;0,56;0,27;0,44;-0,36;-1,69;-2,07
No;-1,4432216;8;AGRI;-0,5517872;-0,56;1,28;-0,18;0,03;0,00;0,00;0,35;0,01;-0,07;1,25;0,16;0,02;0,01;0,98;0,00;-1,40;-2,07
Yes;-1,9844297;11;SERVICII;-1,9360018;-6,75;0,85;-0,12;0,49;0,85;-0,15;0,00;-0,17;1,73;0,57;0,07;0,33;0,16;0,67;-0,15;-0,17;-2,07
No;-0,5412081;3;CONSTRUCTII;-0,8181026;-7,18;0,86;-0,12;0,24;-1,93;0,31;4,12;0,08;-0,77;0,70;0,09;0,19;0,09;0,81;0,31;-0,16;-2,07
No;-0,5412081;3;MEDICAL;-2,0331656;-1,71;0,42;-0,06;0,00;1,05;-1,48;2,26;-0,05;0,51;0,42;0,05;0,00;0,00;1,00;-1,48;-1,41;-2,07
No;-0,9020135;5;SERVICII;-1,9360018;-2,34;0,57;-0,08;0,00;0,41;-0,31;4,00;-0,08;0,78;0,57;0,07;0,00;0,00;1,00;-0,31;-0,75;-2,06
No;-0,1804027;1;MEDICAL;-2,0331656;-7,77;0,86;-0,12;0,18;1,49;-0,22;0,57;-0,01;0,10;0,73;0,10;0,15;0,07;0,85;-0,22;-0,15;-2,06
No;-2,3452351;13;SERVICII;-1,9360018;-24,01;1,45;-0,20;0,42;0,20;-0,01;0,00;-0,21;2,14;1,02;0,13;0,30;0,14;0,70;-0,01;-0,03;-2,06
Yes;-0,1804027;1;SERVICII;-1,9360018;0,88;2,14;-0,29;0,00;0,01;0,01;0,80;-0,01;0,07;2,13;0,28;0,00;0,00;1,00;0,01;0,53;-2,06
No;-1,2628189;7;CONSTRUCTII;-0,8181026;1,51;2,33;-0,32;0,69;0,02;0,00;1,40;0,00;-0,04;1,38;0,18;0,41;0,20;0,59;0,00;0,29;-2,06
No;-2,7060405;15;CONSTRUCTII;-0,8181026;0,52;2,91;-0,40;1,34;-0,48;-0,31;0,07;-0,14;1,43;1,24;0,16;0,57;0,28;0,43;-0,31;0,66;-2,06
No;-0,1804027;1;SERVICII;-1,9360018;5,85;1,27;-0,17;0,71;0,11;0,01;2,51;0,01;-0,06;0,74;0,10;0,42;0,20;0,58;0,01;0,13;-2,05
No;-0,1804027;1;SERVICII;-1,9360018;-3,35;1,18;-0,16;0,69;-0,04;0,01;1,71;0,01;-0,06;0,70;0,09;0,41;0,20;0,59;0,01;-0,25;-2,05
No;-1,4432216;8;SERVICII;-1,9360018;1,58;1,21;-0,17;3,09;-0,42;-0,22;2,05;-0,11;1,09;0,30;0,04;0,76;0,37;0,24;-0,22;0,52;-2,05
No;-1,0824162;6;CONSTRUCTII;-0,8181026;5,14;1,18;-0,16;0,27;0,72;0,12;5,77;0,02;-0,21;0,93;0,12;0,21;0,10;0,79;0,12;0,16;-2,05
Yes;-0,3608054;2;SERVICII;-1,9360018;6,36;1,13;-0,16;5,07;0,02;0,00;1,65;0,00;-0,02;0,19;0,02;0,84;0,41;0,16;0,00;0,14;-2,04
Yes;-0,5412081;3;SERVICII;-1,9360018;47,77;0,70;-0,10;6,26;0,21;0,01;0,64;-0,01;0,10;0,10;0,01;0,86;0,42;0,14;0,01;0,03;-2,04
No;-1,0824162;6;COMERT;-0,2060851;3,25;1,31;-0,18;0,37;0,71;0,17;2,07;0,08;-0,83;0,95;0,12;0,27;0,13;0,73;0,17;0,24;-2,04
